Fonte;Valor Previsto;Valor Arrecadado
100 - ORDINARIOS NAO VINCULADOS                                                                 ;16865717618;14860193128,16
101 - ORDINARIOS NAO VINCULADOS - CONTRAPARTIDA DE OPERACOES DE CREDITO                         ;0;438452,19
103 - INCENTIVO A CULTURA                                                                       ;53523585;50436811,1
105 - DOACOES                                                                                   ;0;1385959,72
106 - LICENCIAMENTO DE GRUPAMENTO DE EDIFICACOES                                                ;60572753;24761313,97
107 - SALARIO EDUCACAO                                                                          ;470368183;395114734,44
108 - CONVENIO REALIZADO                                                                        ;654296731;849319115,57
109 - MULTAS POR INFRACAO A LEGISLACAO DO TRANSITO                                              ;190209558;192583567,74
110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS                                               ;1074975749;2333942749,72
112 - OPERACOES DE CREDITO CONTRATUAIS A REALIZAR                                               ;838250000;0
113 - OUTRAS                                                                                    ;82694482;69986453,6
114 - PROGRAMA DINHEIRO DIRETO NA ESCOLA - TRANSFERENCIA DO GOVERNO FEDERAL PARA EDUCACAO       ;36422087;23840955,06
115 - TRANSFERENCIA DO GOVERNO FEDERAL PARA MERENDA ESCOLAR                                     ;65303408;72752980,84
116 - PROJOVEM URBANO -  TRANSFERENCIA DO GOVERNO FEDERAL PARA A EDUCACAO                       ;878546;1427262,05
118 - CONVENIOS A REALIZAR                                                                      ;429900185;0
120 - INSPECAO SANITARIA                                                                        ;25762626;20847600,99
140 - CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE                                   ;6017843;4307309,89
141 - ROYALTIES DO PETROLEO                                                                     ;233982343;156027809,43
142 - FUNDEB                                                                                    ;2317606346;2220541817,53
143 - HONORARIOS ADVOCATICIOS                                                                   ;18825870;45568068,76
144 - MULTAS POR INFRACAO A LEGISLACAO DO MEIO AMBIENTE                                         ;5941865;5377683,91
146 - CONTRAPARTIDA - REGULARIZACAO DE OBRAS                                                    ;204013613;218868294,44
147 - CONTRAPARTIDA - OPERACOES INTERLIGADAS                                                    ;200000000;0
148 - RETORNO DE EMPRESTIMOS CONCEDIDOS A INSTITUICOES                                          ;0;45016,26
150 - COSIP                                                                                     ;302028968;260402901,08
151 - CONTRAPARTIDA PEU DAS VARGENS E OUTRAS - LC 104/2009                                      ;35413634;9550406,75
152 - CONTRAPARTIDA AREA DE ESPECIAL INTERESSE URBANISTICO - AEIU - PORTO - DECRETO 35491/2012  ;0;331,3
180 - ATENCAO BASICA                                                                            ;404211837;394595096,12
181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR                            ;1043995824;951545009,64
182 - VIGILANCIA EM SAUDE                                                                       ;56320479;69955905,47
183 - ASSISTENCIA FARMACEUTICA                                                                  ;48777099;38253474,77
184 - GESTAO DO SUS                                                                             ;170832;324518,44
185 - INVESTIMENTOS NA REDE DE SERVICOS DE SAUDE                                                ;1083860;14508434,47
193 - TRANSFERENCIA DO FUNDO NACIONAL E ESTADUAL DE ASSISTENCIA SOCIAL                          ;56543355;44172325,82
195 - MULTAS POR INFRACAO A LEGISLACAO DE SAUDE                                                 ;8571798;7010485,73
199 - FECMRJ                                                                                    ;8064349;40765342,23
200 - RECEITA PROPRIA DE AUTARQUIAS FUNDACOES E EMPRESAS                                       ;1558523382;1346194643,9
208 - CONVENIOS                                                                                 ;66921029;75974849,97
218 - CONVENIOS A REALIZAR                                                                      ;3261811;0
265 - CONTRIBUICAO PREVIDENCIARIA SUPLEMENTAR                                                   ;1560852000;1583710401,14
268 - FUNDO DE ASSISTENCIA A SAUDE DO SERVIDOR                                                  ;218380000;180743494,08
269 - RETORNO DE EMPRESTIMOS CONCEDIDOS A SERVIDORES                                            ;84000000;81863991,9
270 - CONTRIBUICAO PREVIDENCIARIA                                                               ;1573548000;1620407130,72
