Fonte;Valor Previsto;Valor Arrecadado
100 - ORDINARIOS NAO VINCULADOS                                                                 ;21691496516;20894621297,13
101 - ORDINARIOS NAO VINCULADOS - CONTRAPARTIDA DE OPERACOES DE CREDITO                         ;0;1502,57
103 - INCENTIVO A CULTURA                                                                       ;54891890;51021957,41
104 - ALIENACAO DE BENS                                                                         ;66354886;6653165,94
105 - DOACOES                                                                                   ;359900;3135810,16
106 - LICENCIAMENTO DE GRUPAMENTO DE EDIFICACOES                                                ;6597118;17544343,33
107 - SALARIO EDUCACAO                                                                          ;382286276;433657516,73
108 - CONVENIO REALIZADO                                                                        ;197841444;74835951,27
109 - MULTAS POR INFRACAO A LEGISLACAO DO TRANSITO                                              ;162482650;199924136,64
110 - OPERACOES DE CREDITO CONTRATUAIS REALIZADAS                                               ;274548088;159018959,2
112 - OPERACOES DE CREDITO CONTRATUAIS A REALIZAR                                               ;700002000;0
113 - OUTRAS                                                                                    ;48091748;63412768
114 - PROGRAMA DINHEIRO DIRETO NA ESCOLA - TRANSFERENCIA DO GOVERNO FEDERAL PARA EDUCACAO       ;17377585;28661337,51
115 - TRANSFERENCIA DO GOVERNO FEDERAL PARA MERENDA ESCOLAR                                     ;88834463;89970502,04
116 - PROJOVEM URBANO -  TRANSFERENCIA DO GOVERNO FEDERAL PARA A EDUCACAO                       ;193994;413485,07
117 - ORDINARIOS NAO VINCULADOS - RECEITAS DE IMPOSTOS E DE TRANSFERENCIA DE IMPOSTOS - EDUCACAO;0;0
118 - CONVENIOS A REALIZAR                                                                      ;10068869;0
119 - ORDINARIOS NAO VINCULADOS - RECEITAS DE IMPOSTOS E DE TRANSFERENCIA DE IMPOSTOS - SAUDE   ;0;0
120 - INSPECAO SANITARIA                                                                        ;54808358;60523183,8
123 - RECURSOS ENFRENTAMENTO A COVID-19 - SAUDE E ASSISTENCIA SOCIAL - ART. 5IB LC 173/2020  ;0;75002,7
124 - TRANSFERENCIA ESPECIAL DA UNIAO - ART. 166-A I CONSTITUICAO FEDERAL                     ;0;6756827,18
134 - ASSISTENCIA FINANCEIRA TRANSPORTE COLETIVO - ART. 5 INCISO IV - EC N 123/2022            ;0;106721706,31
135 - ORD. NAO VINC. - AUX. FIN. - OUTORGA CRED. TRIB. ICMS - ART. 5 INC. V - EC N 123/2022    ;0;0
139 - TRANSFERENCIA COM FINALIDADE DEFINIDA - EMENDAS PARLAMENTARES - ART. 166-A II CRFB      ;0;3753183,97
140 - CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE                                   ;1024975;2058561,24
141 - ROYALTIES DO PETROLEO                                                                     ;651040791;729285866,37
142 - FUNDEB                                                                                    ;3803413596;3601215897
143 - HONORARIOS ADVOCATICIOS                                                                   ;22508855;57388831,17
144 - MULTAS POR INFRACAO A LEGISLACAO DO MEIO AMBIENTE                                         ;2857041;4196918,63
145 - MULTAS POR INFRACAO A LEGISLACAO URBANISTICA                                              ;0;0
146 - CONTRAPARTIDA - REGULARIZACAO DE OBRAS                                                    ;120273195;71611009,59
147 - CONTRAPARTIDA - OPERACOES INTERLIGADAS                                                    ;0;3934849,5
148 - RETORNO DE EMPRESTIMOS CONCEDIDOS A INSTITUICOES                                          ;0;58679,11
150 - COSIP                                                                                     ;293536581;338425843,88
151 - CONTRAPARTIDA PEU DAS VARGENS E OUTRAS - LC 104/2009                                      ;0;1759,48
152 - CONTRAPARTIDA AREA DE ESPECIAL INTERESSE URBANISTICO - AEIU - PORTO - DECRETO 35491/2012  ;0;16228,99
155 - ROYALTIES DO PETROLEO - EDUCACAO - LEI 12858/2013                                         ;25984393;47951975,79
156 - ROYALTIES DO PETROLEO - SAUDE - LEI 12858/2013                                            ;8661464;15751467,86
157 - TRANSFERENCIA POR EMENDA PARLAMENTAR DE RELATOR / COMISSAO                                ;0;4774642,91
181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR                            ;0;4516
185 - INVESTIMENTOS NA REDE DE SERVICOS DE SAUDE                                                ;756597;9010440,5
188 - RECURSOS SUS DESTINADOS AO ENFRENTAMENTO DA COVID-19 - CUSTEIO                            ;0;47730913,11
189 - RECURSOS DO FUNDO ESTADUAL DE SAUDE DESTINADOS AO ENFRENTAMENTO DA COVID-19               ;0;3216000
193 - TRANSFERENCIA DO FUNDO NACIONAL E ESTADUAL DE ASSISTENCIA SOCIAL                          ;51305828;38813363,15
194 - TRANSFERENCIAS DO FUNDO NACIONAL DE SAUDE - CUSTEIO                                       ;2374587027;1869784308,52
195 - MULTAS POR INFRACAO A LEGISLACAO DE SAUDE                                                 ;13018480;13451647,78
196 - TRANSFERENCIAS DO FUNDO ESTADUAL DE SAUDE - COFINANCIAMENTO                               ;738702676;734425200,24
197 - TRANSFERENCIA DA CMRJ PARA EDUCACAO E SAUDE                                               ;0;1995707,53
198 - TRANSFERENCIAS DO FUNDO ESTADUAL DE SAUDE                                                 ;0;0
199 - FECMRJ                                                                                    ;21352284;34777110,52
200 - RECEITA PROPRIA DE AUTARQUIAS FUNDACOES E EMPRESAS                                       ;430972109;455329329,27
204 - ALIENACAO DE BENS                                                                         ;50122300;16218673,84
208 - CONVENIOS                                                                                 ;1262169497;1358577041,42
214 - FUNDO ESPECIAL DE PREVIDENCIA DO MUNICIPIO DO RIO DE JANEIRO                              ;5917709827;5897284557,91
218 - CONVENIOS A REALIZAR                                                                      ;42907622;0
268 - FUNDO DE ASSISTENCIA A SAUDE DO SERVIDOR                                                  ;264548631;266931599,13
